pool_id,Year,MMWR_Week,Date_Collected,Zip_Code,county,county_code,Collected,Tested,WNV,Pools
201-4413,2010,27,25-Jun-10,26165,Wexford,26165,1,1,NEG,1
201-4414,2010,27,25-Jun-10,26003,Alger,26003,1,1,NEG,1
201-4415,2010,27,25-Jun-10,26111,Midland,26111,1,1,NEG,1
201-4416,2010,27,25-Jun-10,26149,St Joseph,26149,1,1,NEG,1
201-4417,2010,27,25-Jun-10,26159,Van Buren,26159,1,1,NEG,1
201-4418,2010,27,25-Jun-10,26045,Eaton,26045,1,1,POS,1
201-4419,2010,27,27-Jun-10,26103,Marquette,26103,1,1,NEG,1
201-4420,2010,27,27-Jun-10,26129,Ogemaw,26129,1,1,NEG,1
201-4421,2010,27,28-Jun-10,26119,Montmorency,26119,1,1,NEG,1
201-4422,2010,27,28-Jun-10,26157,Tuscola,26157,1,1,NEG,1
201-4423,2010,27,28-Jun-10,26077,Kalamazoo,26077,1,1,NEG,1
201-4424,2010,27,28-Jun-10,26145,Saginaw,26145,1,1,NEG,1
201-4425,2010,27,28-Jun-10,26123,Newaygo,26123,1,1,NEG,1
201-4426,2010,27,28-Jun-10,26145,Saginaw,26145,1,1,NEG,1
201-4427,2010,27,28-Jun-10,26011,Arenac,26011,1,1,NEG,1
201-4428,2010,27,29-Jun-10,26037,Clinton,26037,1,1,NEG,1
201-4429,2010,27,29-Jun-10,26061,Houghton,26061,1,1,NEG,1
201-4430,2010,27,29-Jun-10,26049,Genesee,26049,1,1,NEG,1
201-4431,2010,27,29-Jun-10,26085,Lake,26085,1,1,NEG,1
201-4432,2010,27,29-Jun-10,26117,Montcalm,26117,1,1,NEG,1
201-4433,2010,27,29-Jun-10,26127,Oceana,26127,1,1,NEG,1
201-4434,2010,27,29-Jun-10,26127,Oceana,26127,1,1,NEG,1
201-4435,2010,27,29-Jun-10,26005,Allegan,26005,1,1,NEG,1
201-4436,2010,27,29-Jun-10,26057,Gratiot,26057,1,1,NEG,1
201-4437,2010,27,29-Jun-10,26013,Baraga,26013,1,1,NEG,1
201-4438,2010,27,29-Jun-10,26041,Delta,26041,1,1,NEG,1
201-4439,2010,27,29-Jun-10,26031,Cheboygan,26031,1,1,NEG,1
201-4440,2010,27,29-Jun-10,26009,Antrim,26009,1,1,NEG,1
201-4441,2010,27,29-Jun-10,26019,Benzie,26019,1,1,NEG,1
201-4442,2010,27,29-Jun-10,26029,Charlevoix,26029,1,1,NEG,1
201-4443,2010,27,29-Jun-10,26039,Crawford,26039,1,1,NEG,1
201-4444,2010,27,29-Jun-10,26085,Lake,26085,1,1,NEG,1
201-4445,2010,27,29-Jun-10,26017,Bay,26017,1,1,NEG,1
201-4446,2010,27,29-Jun-10,26053,Gogebic,26053,1,1,NEG,1
201-4447,2010,27,29-Jun-10,26109,Menominee,26109,1,1,NEG,1
201-4448,2010,27,29-Jun-10,26105,Mason,26105,1,1,NEG,1
201-4449,2010,27,29-Jun-10,26137,Otsego,26137,1,1,NEG,1
201-4450,2010,27,29-Jun-10,26111,Midland,26111,1,1,NEG,1
201-4451,2010,27,29-Jun-10,26109,Menominee,26109,1,1,NEG,1
201-4452,2010,27,29-Jun-10,26015,Barry,26015,1,1,NEG,1
201-4453,2010,27,29-Jun-10,26145,Saginaw,26145,1,1,NEG,1
201-4454,2010,27,30-Jun-10,26013,Baraga,26013,1,1,NEG,1
201-4455,2010,27,30-Jun-10,26099,Macomb,26099,1,1,NEG,1
201-4456,2010,27,30-Jun-10,26029,Charlevoix,26029,1,1,NEG,1
201-4457,2010,27,30-Jun-10,26003,Alger,26003,1,1,NEG,1
201-4458,2010,27,30-Jun-10,26121,Muskegon,26121,1,1,NEG,1
201-4459,2010,27,30-Jun-10,26045,Eaton,26045,1,1,NEG,1
201-4460,2010,27,30-Jun-10,26101,Manistee,26101,1,1,NEG,1
201-4461,2010,27,30-Jun-10,26013,Baraga,26013,1,1,NEG,1
201-4462,2010,27,30-Jun-10,26139,Ottawa,26139,1,1,NEG,1
201-4463,2010,27,30-Jun-10,26073,Isabella,26073,1,1,NEG,1
201-4464,2010,27,30-Jun-10,26155,Shiawassee,26155,1,1,NEG,1
201-4465,2010,27,30-Jun-10,26033,Chippewa,26033,1,1,NEG,1
201-4466,2010,27,30-Jun-10,26009,Antrim,26009,1,1,NEG,1
201-4467,2010,27,30-Jun-10,26163,Wayne,26163,1,1,NEG,1
201-4468,2010,27,30-Jun-10,26055,Grand Traverse,26055,1,1,NEG,1
201-4469,2010,27,30-Jun-10,26151,Sanilac,26151,1,1,NEG,1
201-4470,2010,27,30-Jun-10,26141,Presque Isle,26141,1,1,NEG,1
201-4471,2010,27,30-Jun-10,26115,Monroe,26115,1,1,NEG,1
201-4472,2010,27,30-Jun-10,26115,Monroe,26115,1,1,NEG,1
201-4473,2010,27,30-Jun-10,26111,Midland,26111,1,1,NEG,1
201-4474,2010,27,30-Jun-10,26093,Livingston,26093,1,1,NEG,1
201-4475,2010,27,30-Jun-10,26121,Muskegon,26121,1,1,NEG,1
201-4476,2010,27,30-Jun-10,26101,Manistee,26101,1,1,NEG,1
201-4477,2010,27,30-Jun-10,26161,Washtenaw,26161,1,1,NEG,1
201-4478,2010,27,30-Jun-10,26115,Monroe,26115,1,1,NEG,1
201-4479,2010,27,1-Jul-10,26135,Oscoda,26135,1,1,NEG,1
201-4480,2010,27,1-Jul-10,26031,Cheboygan,26031,1,1,NEG,1
201-4481,2010,27,1-Jul-10,26129,Ogemaw,26129,1,1,NEG,1
201-4482,2010,27,1-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4483,2010,27,1-Jul-10,26047,Emmet,26047,1,1,NEG,1
201-4484,2010,27,1-Jul-10,26027,Cass,26027,1,1,NEG,1
201-4485,2010,27,1-Jul-10,26073,Isabella,26073,1,1,NEG,1
201-4486,2010,27,1-Jul-10,26131,Ontonagon,26131,1,1,NEG,1
201-4487,2010,27,1-Jul-10,26075,Jackson,26075,1,1,NEG,1
201-4488,2010,27,1-Jul-10,26135,Oscoda,26135,1,1,NEG,1
201-4489,2010,27,1-Jul-10,26021,Berrien,26021,1,1,NEG,1
201-4490,2010,27,1-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4491,2010,27,1-Jul-10,26001,Alcona,26001,1,1,NEG,1
201-4492,2010,27,1-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4493,2010,27,1-Jul-10,26091,Lenawee,26091,1,1,NEG,1
201-4494,2010,27,1-Jul-10,26151,Sanilac,26151,1,1,NEG,1
201-4495,2010,27,1-Jul-10,26115,Monroe,26115,1,1,NEG,1
201-4496,2010,27,1-Jul-10,26027,Cass,26027,1,1,NEG,1
201-4497,2010,27,1-Jul-10,26025,Calhoun,26025,1,1,NEG,1
201-4498,2010,27,1-Jul-10,26139,Ottawa,26139,1,1,NEG,1
201-4499,2010,27,1-Jul-10,26151,Sanilac,26151,1,1,NEG,1
201-4500,2010,27,1-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4501,2010,27,1-Jul-10,26121,Muskegon,26121,1,1,NEG,1
201-4502,2010,27,1-Jul-10,26151,Sanilac,26151,1,1,NEG,1
201-4503,2010,27,1-Jul-10,26127,Oceana,26127,1,1,NEG,1
201-4504,2010,27,1-Jul-10,26037,Clinton,26037,1,1,NEG,1
201-4505,2010,27,1-Jul-10,26133,Osceola,26133,1,1,NEG,1
201-4506,2010,27,1-Jul-10,26067,Ionia,26067,1,1,NEG,1
201-4507,2010,27,1-Jul-10,26153,Schoolcraft,26153,1,1,NEG,1
201-4508,2010,27,1-Jul-10,26131,Ontonagon,26131,1,1,NEG,1
201-4509,2010,27,1-Jul-10,26095,Luce,26095,1,1,NEG,1
201-4510,2010,27,1-Jul-10,26127,Oceana,26127,1,1,NEG,1
201-4511,2010,27,1-Jul-10,26065,Ingham,26065,1,1,NEG,1
201-4512,2010,27,1-Jul-10,26029,Charlevoix,26029,1,1,NEG,1
201-4513,2010,27,2-Jul-10,26091,Lenawee,26091,1,1,NEG,1
201-4514,2010,27,2-Jul-10,26085,Lake,26085,1,1,NEG,1
201-4515,2010,27,2-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4516,2010,27,2-Jul-10,26079,Kalkaska,26079,1,1,NEG,1
201-4517,2010,27,2-Jul-10,26051,Gladwin,26051,1,1,NEG,1
201-4518,2010,27,2-Jul-10,26131,Ontonagon,26131,1,1,NEG,1
201-4519,2010,27,2-Jul-10,26077,Kalamazoo,26077,1,1,NEG,1
201-4520,2010,27,2-Jul-10,26147,St Clair,26147,1,1,NEG,1
201-4521,2010,27,2-Jul-10,26115,Monroe,26115,1,1,NEG,1
201-4522,2010,27,2-Jul-10,26081,Kent,26081,1,1,NEG,1
201-4523,2010,27,2-Jul-10,26015,Barry,26015,1,1,NEG,1
201-4524,2010,27,2-Jul-10,26085,Lake,26085,1,1,NEG,1
201-4525,2010,27,2-Jul-10,26051,Gladwin,26051,1,1,NEG,1
201-4526,2010,27,2-Jul-10,26055,Grand Traverse,26055,1,1,NEG,1
201-4527,2010,27,2-Jul-10,26039,Crawford,26039,1,1,NEG,1
201-4528,2010,27,2-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4529,2010,27,2-Jul-10,26099,Macomb,26099,1,1,NEG,1
201-4530,2010,27,2-Jul-10,26137,Otsego,26137,1,1,NEG,1
201-4531,2010,27,2-Jul-10,26113,Missaukee,26113,1,1,NEG,1
201-4532,2010,27,2-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4533,2010,27,2-Jul-10,26045,Eaton,26045,1,1,NEG,1
201-4534,2010,27,2-Jul-10,26081,Kent,26081,1,1,NEG,1
201-4535,2010,27,2-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4536,2010,27,2-Jul-10,26117,Montcalm,26117,1,1,NEG,1
201-4537,2010,27,2-Jul-10,26131,Ontonagon,26131,1,1,NEG,1
201-4538,2010,27,2-Jul-10,26107,Mecosta,26107,1,1,NEG,1
201-4539,2010,27,2-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4540,2010,27,2-Jul-10,26077,Kalamazoo,26077,1,1,NEG,1
201-4541,2010,27,2-Jul-10,26037,Clinton,26037,1,1,NEG,1
201-4542,2010,27,2-Jul-10,26127,Oceana,26127,1,1,NEG,1
201-4543,2010,27,2-Jul-10,26159,Van Buren,26159,1,1,NEG,1
201-4544,2010,27,2-Jul-10,26151,Sanilac,26151,1,1,NEG,1
201-4545,2010,27,2-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4546,2010,27,2-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4547,2010,27,2-Jul-10,26087,Lapeer,26087,1,1,NEG,1
201-4548,2010,27,3-Jul-10,26137,Otsego,26137,1,1,NEG,1
201-4549,2010,27,3-Jul-10,26029,Charlevoix,26029,1,1,NEG,1
201-4550,2010,27,3-Jul-10,26041,Delta,26041,1,1,NEG,1
201-4551,2010,27,3-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4552,2010,27,3-Jul-10,26157,Tuscola,26157,1,1,NEG,1
201-4553,2010,27,3-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4554,2010,27,3-Jul-10,26151,Sanilac,26151,1,1,NEG,1
201-4555,2010,27,3-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4556,2010,27,3-Jul-10,26125,Oakland,26125,1,1,NEG,1
201-4557,2010,27,3-Jul-10,26155,Shiawassee,26155,1,1,NEG,1
201-4558,2010,27,3-Jul-10,26069,Iosco,26069,1,1,NEG,1
201-4559,2010,27,3-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4560,2010,27,3-Jul-10,26095,Luce,26095,1,1,NEG,1
201-4561,2010,27,3-Jul-10,26129,Ogemaw,26129,1,1,NEG,1
201-4562,2010,27,3-Jul-10,26137,Otsego,26137,1,1,NEG,1
201-4563,2010,27,4-Jul-10,26045,Eaton,26045,1,1,NEG,1
201-4564,2010,27,4-Jul-10,26159,Van Buren,26159,1,1,NEG,1
201-4565,2010,27,4-Jul-10,26061,Houghton,26061,1,1,NEG,1
201-4566,2010,27,4-Jul-10,26123,Newaygo,26123,1,1,NEG,1
201-4567,2010,27,4-Jul-10,26159,Van Buren,26159,1,1,NEG,1
201-4568,2010,27,4-Jul-10,26035,Clare,26035,1,1,NEG,1
201-4569,2010,27,4-Jul-10,26005,Allegan,26005,1,1,NEG,1
201-4570,2010,27,4-Jul-10,26037,Clinton,26037,1,1,NEG,1
201-4571,2010,27,4-Jul-10,26083,Keweenaw,26083,1,1,NEG,1
201-4572,2010,27,4-Jul-10,26133,Osceola,26133,1,1,NEG,1
201-4573,2010,27,4-Jul-10,26033,Chippewa,26033,1,1,POS,1
201-4574,2010,27,5-Jul-10,26075,Jackson,26075,1,1,NEG,1
201-4575,2010,27,5-Jul-10,26029,Charlevoix,26029,1,1,NEG,1
201-4576,2010,27,5-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4577,2010,27,5-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4578,2010,27,5-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4579,2010,27,5-Jul-10,26033,Chippewa,26033,1,1,NEG,1
201-4580,2010,27,5-Jul-10,26141,Presque Isle,26141,1,1,NEG,1
201-4581,2010,27,5-Jul-10,26101,Manistee,26101,1,1,NEG,1
201-4582,2010,27,5-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4583,2010,27,6-Jul-10,26045,Eaton,26045,1,1,NEG,1
201-4584,2010,27,6-Jul-10,26111,Midland,26111,1,1,NEG,1
201-4585,2010,27,6-Jul-10,26067,Ionia,26067,1,1,NEG,1
201-4586,2010,27,6-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4587,2010,27,6-Jul-10,26047,Emmet,26047,1,1,NEG,1
201-4588,2010,27,6-Jul-10,26001,Alcona,26001,1,1,NEG,1
201-4589,2010,27,6-Jul-10,26065,Ingham,26065,1,1,NEG,1
201-4590,2010,27,6-Jul-10,26027,Cass,26027,1,1,NEG,1
201-4591,2010,27,6-Jul-10,26045,Eaton,26045,1,1,NEG,1
201-4592,2010,27,6-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4593,2010,27,6-Jul-10,26135,Oscoda,26135,1,1,NEG,1
201-4594,2010,27,7-Jul-10,26061,Houghton,26061,1,1,NEG,1
201-4595,2010,27,7-Jul-10,26083,Keweenaw,26083,1,1,NEG,1
201-4596,2010,27,7-Jul-10,26001,Alcona,26001,1,1,NEG,1
201-4597,2010,27,7-Jul-10,26005,Allegan,26005,1,1,NEG,1
201-4598,2010,27,7-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4599,2010,27,7-Jul-10,26141,Presque Isle,26141,1,1,NEG,1
201-4600,2010,27,7-Jul-10,26073,Isabella,26073,1,1,NEG,1
201-4601,2010,27,7-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4602,2010,27,7-Jul-10,26057,Gratiot,26057,1,1,NEG,1
201-4603,2010,27,7-Jul-10,26095,Luce,26095,1,1,NEG,1
201-4604,2010,27,7-Jul-10,26039,Crawford,26039,1,1,NEG,1
201-4605,2010,27,7-Jul-10,26031,Cheboygan,26031,1,1,NEG,1
201-4606,2010,27,7-Jul-10,26073,Isabella,26073,1,1,NEG,1
201-4607,2010,27,7-Jul-10,26089,Leelanau,26089,1,1,NEG,1
201-4608,2010,27,7-Jul-10,26019,Benzie,26019,1,1,NEG,1
201-4609,2010,27,7-Jul-10,26157,Tuscola,26157,1,1,NEG,1
201-4610,2010,27,7-Jul-10,26073,Isabella,26073,1,1,NEG,1
201-4611,2010,27,7-Jul-10,26109,Menominee,26109,1,1,NEG,1
201-4612,2010,27,7-Jul-10,26033,Chippewa,26033,1,1,NEG,1
201-4613,2010,27,7-Jul-10,26083,Keweenaw,26083,1,1,NEG,1
201-4614,2010,27,7-Jul-10,26035,Clare,26035,1,1,NEG,1
201-4615,2010,27,7-Jul-10,26125,Oakland,26125,1,1,NEG,1
201-4616,2010,27,8-Jul-10,26149,St Joseph,26149,1,1,NEG,1
201-4617,2010,27,8-Jul-10,26077,Kalamazoo,26077,1,1,NEG,1
201-4618,2010,27,8-Jul-10,26031,Cheboygan,26031,1,1,NEG,1
201-4619,2010,27,8-Jul-10,26069,Iosco,26069,1,1,NEG,1
201-4620,2010,27,8-Jul-10,26001,Alcona,26001,1,1,NEG,1
201-4621,2010,27,8-Jul-10,26037,Clinton,26037,1,1,NEG,1
201-4622,2010,27,8-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4623,2010,27,8-Jul-10,26153,Schoolcraft,26153,1,1,NEG,1
201-4624,2010,27,8-Jul-10,26075,Jackson,26075,1,1,NEG,1
201-4625,2010,27,8-Jul-10,26073,Isabella,26073,1,1,NEG,1
201-4626,2010,27,8-Jul-10,26133,Osceola,26133,1,1,NEG,1
201-4627,2010,27,8-Jul-10,26121,Muskegon,26121,1,1,NEG,1
201-4628,2010,27,8-Jul-10,26041,Delta,26041,1,1,NEG,1
201-4629,2010,27,8-Jul-10,26013,Baraga,26013,1,1,NEG,1
201-4630,2010,27,8-Jul-10,26099,Macomb,26099,1,1,NEG,1
201-4631,2010,27,8-Jul-10,26155,Shiawassee,26155,1,1,NEG,1
201-4632,2010,27,8-Jul-10,26029,Charlevoix,26029,1,1,NEG,1
201-4633,2010,27,8-Jul-10,26107,Mecosta,26107,1,1,NEG,1
201-4634,2010,27,8-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4635,2010,27,8-Jul-10,26125,Oakland,26125,1,1,NEG,1
201-4636,2010,27,8-Jul-10,26039,Crawford,26039,1,1,NEG,1
201-4637,2010,27,8-Jul-10,26047,Emmet,26047,1,1,NEG,1
201-4638,2010,27,8-Jul-10,26031,Cheboygan,26031,1,1,NEG,1
201-4639,2010,27,8-Jul-10,26115,Monroe,26115,1,1,NEG,1
201-4640,2010,27,8-Jul-10,26085,Lake,26085,1,1,NEG,1
201-4641,2010,27,9-Jul-10,26011,Arenac,26011,1,1,NEG,1
201-4642,2010,27,9-Jul-10,26139,Ottawa,26139,1,1,NEG,1
201-4643,2010,27,9-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4644,2010,27,9-Jul-10,26059,Hillsdale,26059,1,1,NEG,1
201-4645,2010,27,9-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4646,2010,27,9-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4647,2010,27,9-Jul-10,26079,Kalkaska,26079,1,1,NEG,1
201-4648,2010,27,9-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4649,2010,27,9-Jul-10,26103,Marquette,26103,1,1,NEG,1
201-4650,2010,27,9-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4651,2010,27,9-Jul-10,26101,Manistee,26101,1,1,NEG,1
201-4652,2010,27,9-Jul-10,26077,Kalamazoo,26077,1,1,NEG,1
201-4653,2010,27,9-Jul-10,26095,Luce,26095,1,1,NEG,1
201-4654,2010,27,9-Jul-10,26127,Oceana,26127,1,1,NEG,1
201-4655,2010,27,9-Jul-10,26155,Shiawassee,26155,1,1,NEG,1
201-4656,2010,27,9-Jul-10,26027,Cass,26027,1,1,NEG,1
201-4657,2010,27,9-Jul-10,26025,Calhoun,26025,1,1,NEG,1
201-4658,2010,27,9-Jul-10,26055,Grand Traverse,26055,1,1,NEG,1
201-4659,2010,27,9-Jul-10,26051,Gladwin,26051,1,1,NEG,1
201-4660,2010,27,9-Jul-10,26141,Presque Isle,26141,1,1,NEG,1
201-4661,2010,27,9-Jul-10,26053,Gogebic,26053,1,1,NEG,1
201-4662,2010,27,9-Jul-10,26111,Midland,26111,1,1,NEG,1
201-4663,2010,27,9-Jul-10,26053,Gogebic,26053,1,1,NEG,1
201-4664,2010,27,9-Jul-10,26157,Tuscola,26157,1,1,NEG,1
201-4665,2010,27,9-Jul-10,26097,Mackinac,26097,1,1,NEG,1
201-4666,2010,27,9-Jul-10,26003,Alger,26003,1,1,NEG,1
201-4667,2010,27,9-Jul-10,26103,Marquette,26103,1,1,NEG,1
201-4668,2010,27,9-Jul-10,26111,Midland,26111,1,1,NEG,1
201-4669,2010,27,9-Jul-10,26063,Huron,26063,1,1,NEG,1
201-4670,2010,27,9-Jul-10,26115,Monroe,26115,1,1,NEG,1
201-4671,2010,27,9-Jul-10,26021,Berrien,26021,1,1,NEG,1
201-4672,2010,27,9-Jul-10,26061,Houghton,26061,1,1,NEG,1
201-4673,2010,27,9-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4674,2010,27,9-Jul-10,26095,Luce,26095,1,1,NEG,1
201-4675,2010,27,10-Jul-10,26103,Marquette,26103,1,1,NEG,1
201-4676,2010,27,12-Jul-10,26095,Luce,26095,1,1,NEG,1
201-4677,2010,27,12-Jul-10,26159,Van Buren,26159,1,1,NEG,1
201-4678,2010,27,12-Jul-10,26079,Kalkaska,26079,1,1,NEG,1
201-4679,2010,27,12-Jul-10,26149,St Joseph,26149,1,1,NEG,1
201-4680,2010,27,12-Jul-10,26105,Mason,26105,1,1,NEG,1
201-4681,2010,27,12-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4682,2010,27,12-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4683,2010,27,12-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4684,2010,27,12-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4685,2010,27,12-Jul-10,26145,Saginaw,26145,1,1,POS,1
201-4686,2010,27,13-Jul-10,26107,Mecosta,26107,1,1,POS,1
201-4687,2010,27,13-Jul-10,26135,Oscoda,26135,1,1,NEG,1
201-4688,2010,27,13-Jul-10,26079,Kalkaska,26079,1,1,NEG,1
201-4689,2010,27,13-Jul-10,26117,Montcalm,26117,1,1,NEG,1
201-4690,2010,27,13-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4691,2010,27,13-Jul-10,26099,Macomb,26099,1,1,NEG,1
201-4692,2010,27,13-Jul-10,26037,Clinton,26037,1,1,NEG,1
201-4693,2010,27,13-Jul-10,26093,Livingston,26093,1,1,NEG,1
201-4694,2010,27,13-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4695,2010,27,13-Jul-10,26003,Alger,26003,1,1,NEG,1
201-4696,2010,27,13-Jul-10,26125,Oakland,26125,1,1,NEG,1
201-4697,2010,27,13-Jul-10,26157,Tuscola,26157,1,1,NEG,1
201-4698,2010,27,13-Jul-10,26003,Alger,26003,1,1,NEG,1
201-4699,2010,27,13-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4700,2010,27,13-Jul-10,26049,Genesee,26049,1,1,NEG,1
201-4701,2010,27,13-Jul-10,26107,Mecosta,26107,1,1,NEG,1
201-4702,2010,27,13-Jul-10,26093,Livingston,26093,1,1,NEG,1
201-4703,2010,27,13-Jul-10,26071,Iron,26071,1,1,NEG,1
201-4704,2010,27,13-Jul-10,26073,Isabella,26073,1,1,NEG,1
201-4705,2010,27,13-Jul-10,26009,Antrim,26009,1,1,NEG,1
201-4706,2010,27,13-Jul-10,26063,Huron,26063,1,1,NEG,1
201-4707,2010,27,13-Jul-10,26091,Lenawee,26091,1,1,NEG,1
201-4708,2010,27,13-Jul-10,26065,Ingham,26065,1,1,NEG,1
201-4709,2010,27,13-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4710,2010,27,13-Jul-10,26115,Monroe,26115,1,1,NEG,1
201-4711,2010,27,13-Jul-10,26113,Missaukee,26113,1,1,NEG,1
201-4712,2010,27,13-Jul-10,26137,Otsego,26137,1,1,NEG,1
201-4713,2010,27,13-Jul-10,26001,Alcona,26001,1,1,NEG,1
201-4714,2010,27,13-Jul-10,26091,Lenawee,26091,1,1,NEG,1
201-4715,2010,27,13-Jul-10,26023,Branch,26023,1,1,NEG,1
201-4716,2010,27,13-Jul-10,26147,St Clair,26147,1,1,NEG,1
201-4717,2010,27,13-Jul-10,26083,Keweenaw,26083,1,1,NEG,1
201-4718,2010,27,13-Jul-10,26059,Hillsdale,26059,1,1,NEG,1
201-4719,2010,27,13-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4720,2010,27,13-Jul-10,26105,Mason,26105,1,1,NEG,1
201-4721,2010,27,13-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4722,2010,27,13-Jul-10,26135,Oscoda,26135,1,1,NEG,1
201-4723,2010,27,13-Jul-10,26133,Osceola,26133,1,1,NEG,1
201-4724,2010,27,13-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4725,2010,27,13-Jul-10,26057,Gratiot,26057,1,1,NEG,1
201-4726,2010,27,13-Jul-10,26029,Charlevoix,26029,1,1,POS,1
201-4727,2010,27,14-Jul-10,26113,Missaukee,26113,1,1,NEG,1
201-4728,2010,27,14-Jul-10,26013,Baraga,26013,1,1,NEG,1
201-4729,2010,27,14-Jul-10,26027,Cass,26027,1,1,NEG,1
201-4730,2010,27,14-Jul-10,26143,Roscommon,26143,1,1,NEG,1
201-4731,2010,27,14-Jul-10,26129,Ogemaw,26129,1,1,NEG,1
201-4732,2010,27,14-Jul-10,26099,Macomb,26099,1,1,NEG,1
201-4733,2010,27,14-Jul-10,26127,Oceana,26127,1,1,NEG,1
201-4734,2010,27,14-Jul-10,26099,Macomb,26099,1,1,NEG,1
201-4735,2010,27,14-Jul-10,26063,Huron,26063,1,1,NEG,1
201-4736,2010,27,14-Jul-10,26039,Crawford,26039,1,1,NEG,1
201-4737,2010,27,14-Jul-10,26103,Marquette,26103,1,1,NEG,1
201-4738,2010,27,14-Jul-10,26119,Montmorency,26119,1,1,NEG,1
201-4739,2010,27,14-Jul-10,26155,Shiawassee,26155,1,1,NEG,1
201-4740,2010,27,14-Jul-10,26069,Iosco,26069,1,1,NEG,1
201-4741,2010,27,14-Jul-10,26139,Ottawa,26139,1,1,NEG,1
201-4742,2010,27,14-Jul-10,26115,Monroe,26115,1,1,NEG,1
201-4743,2010,27,14-Jul-10,26081,Kent,26081,1,1,NEG,1
201-4744,2010,27,14-Jul-10,26123,Newaygo,26123,1,1,NEG,1
201-4745,2010,27,14-Jul-10,26057,Gratiot,26057,1,1,NEG,1
201-4746,2010,27,14-Jul-10,26083,Keweenaw,26083,1,1,NEG,1
201-4747,2010,27,14-Jul-10,26041,Delta,26041,1,1,NEG,1
201-4748,2010,27,14-Jul-10,26045,Eaton,26045,1,1,NEG,1
201-4749,2010,27,14-Jul-10,26017,Bay,26017,1,1,NEG,1
201-4750,2010,27,14-Jul-10,26011,Arenac,26011,1,1,NEG,1
201-4751,2010,27,14-Jul-10,26151,Sanilac,26151,1,1,NEG,1
201-4752,2010,27,14-Jul-10,26029,Charlevoix,26029,1,1,NEG,1
201-4753,2010,27,14-Jul-10,26043,Dickinson,26043,1,1,NEG,1
201-4754,2010,27,14-Jul-10,26001,Alcona,26001,1,1,NEG,1
201-4755,2010,27,14-Jul-10,26017,Bay,26017,1,1,NEG,1
201-4756,2010,27,14-Jul-10,26091,Lenawee,26091,1,1,NEG,1
201-4757,2010,27,14-Jul-10,26075,Jackson,26075,1,1,NEG,1
201-4758,2010,27,14-Jul-10,26017,Bay,26017,1,1,NEG,1
201-4759,2010,27,14-Jul-10,26131,Ontonagon,26131,1,1,NEG,1
201-4760,2010,27,14-Jul-10,26125,Oakland,26125,1,1,NEG,1
201-4761,2010,27,14-Jul-10,26109,Menominee,26109,1,1,NEG,1
201-4762,2010,27,14-Jul-10,26065,Ingham,26065,1,1,NEG,1
201-4763,2010,27,14-Jul-10,26089,Leelanau,26089,1,1,NEG,1
201-4764,2010,27,15-Jul-10,26137,Otsego,26137,1,1,NEG,1
201-4765,2010,27,15-Jul-10,26069,Iosco,26069,1,1,NEG,1
201-4766,2010,27,15-Jul-10,26069,Iosco,26069,1,1,NEG,1
